id,calories,proteins,fat,carbohydrate,name,label
411,380.0,33.6,27.5,0.0,Ikan Asin bilis goreng,Non-Vegetarian
412,456.0,46.5,24.4,0.0,Ikan Asin gabus goreng,Non-Vegetarian
413,348.0,18.7,29.5,0.0,Ikan Asin japuh goreng,Non-Vegetarian
414,193.0,42.0,1.5,0.0,Ikan Asin kering,Non-Vegetarian
415,430.0,58.2,23.6,0.0,Ikan Asin pari goreng,Non-Vegetarian
416,652.0,40.4,54.3,0.0,Ikan Asin pepetek goreng,Non-Vegetarian
417,319.0,6.9,31.7,0.0,Ikan Asin sirinding goreng,Non-Vegetarian
418,430.0,33.4,32.4,0.0,Ikan Asin teri goreng,Non-Vegetarian
419,198.0,19.0,13.0,0.0,Ikan Bader (Tawes),Non-Vegetarian
420,107.0,16.5,3.9,1.5,Ikan balong segar,Non-Vegetarian
421,112.0,20.0,1.3,3.7,Ikan bambangan segar,Non-Vegetarian
422,129.0,20.0,4.8,0.0,Ikan Bandeng,Non-Vegetarian
423,296.0,17.1,20.3,11.3,Ikan bandeng presto masakan,Non-Vegetarian
424,111.0,19.4,0.9,4.8,Ikan banjar segar,Non-Vegetarian
425,78.0,14.5,0.6,3.7,Ikan baronang segar,Non-Vegetarian
426,144.0,17.8,5.8,5.2,Ikan baung bakar,Non-Vegetarian
427,123.0,15.1,5.5,3.3,Ikan baung segar,Non-Vegetarian
428,96.0,19.0,1.7,0.0,Ikan Bawal,Non-Vegetarian
429,138.0,14.0,0.7,7.4,Ikan Bekasang,Non-Vegetarian
430,128.0,18.0,3.0,7.2,Ikan Belida bakar,Non-Vegetarian
431,80.0,14.7,1.4,2.2,Ikan Belida segar,Non-Vegetarian
432,417.0,25.9,19.4,32.0,Ikan Belut Segar goreng,Non-Vegetarian
433,82.0,6.7,1.0,10.9,Ikan Belut Segar mentah,Non-Vegetarian
434,66.0,14.0,0.0,0.0,Ikan Beunteur,Non-Vegetarian
435,90.0,14.9,2.5,2.1,Ikan biawan segar,Non-Vegetarian
436,88.0,14.2,0.7,6.2,Ikan bili segar,Non-Vegetarian
437,100.0,14.7,2.4,4.9,Ikan bubara segar,Non-Vegetarian
438,134.0,25.5,1.3,5.0,Ikan bulan-bulan segar,Non-Vegetarian
439,204.0,34.2,5.6,1.9,Ikan cakalang asap mentah,Non-Vegetarian
440,198.0,36.5,2.2,5.5,Ikan cakalang asin mentah,Non-Vegetarian
441,120.0,11.3,3.9,10.0,Ikan cakalang hati segar,Non-Vegetarian
442,116.0,11.2,1.2,10.2,Ikan cakalang jantung segar,Non-Vegetarian
443,86.0,10.2,1.1,8.7,Ikan cakalang perut segar,Non-Vegetarian
444,107.0,19.6,0.7,5.5,Ikan cakalang segar,Non-Vegetarian
445,81.0,11.4,1.9,3.8,Ikan calo/ peda mentah,Non-Vegetarian
446,101.0,11.5,4.1,4.6,Ikan daun segar,Non-Vegetarian
447,109.0,17.0,4.0,0.0,Ikan Ekor Kuning,Non-Vegetarian
448,261.0,38.1,2.3,21.9,Ikan Gabus asap mentah,Non-Vegetarian
449,292.0,58.0,4.0,0.0,Ikan Gabus kering,Non-Vegetarian
450,74.0,25.2,1.7,0.0,Ikan Gabus segar,Non-Vegetarian
451,267.0,23.1,19.4,0.2,Ikan gete goreng,Non-Vegetarian
452,101.0,10.3,3.7,6.7,Ikan hitam segar,Non-Vegetarian
453,298.0,46.3,3.6,20.2,Ikan hiu kering,Non-Vegetarian
454,57.0,10.7,0.3,2.2,Ikan hiu segar,Non-Vegetarian
455,77.0,15.6,0.9,1.6,Ikan kacangan segar,Non-Vegetarian
456,92.0,20.0,0.7,0.0,Ikan kakap segar,Non-Vegetarian
457,82.0,11.4,1.2,6.4,Ikan kakatua segar,Non-Vegetarian
458,132.0,17.0,6.7,0.8,Ikan kapar segar,Non-Vegetarian
459,162.0,31.7,2.8,0.3,Ikan katombo asin,Non-Vegetarian
460,110.0,12.6,4.2,5.4,Ikan kawalinya segar,Non-Vegetarian
461,302.0,70.7,1.9,0.4,Ikan kayu kering,Non-Vegetarian
462,103.0,22.0,1.0,0.0,Ikan Kembung,Non-Vegetarian
463,70.0,10.8,0.7,5.2,Ikan kima segar,Non-Vegetarian
464,147.0,17.5,6.5,5.4,Ikan Lais bakar,Non-Vegetarian
465,109.0,22.0,1.7,0.0,Ikan Layang,Non-Vegetarian
466,82.0,18.0,1.0,0.4,Ikan layur segar,Non-Vegetarian
467,90.0,20.4,0.9,0.0,Ikan lehoma segar,Non-Vegetarian
468,252.0,19.9,19.1,0.0,Ikan Lele goreng,Non-Vegetarian
469,112.0,20.0,3.0,0.0,Ikan Lemuru,Non-Vegetarian
470,104.0,15.6,3.2,2.0,Ikan lidah segar,Non-Vegetarian
471,258.0,40.3,2.3,18.9,Ikan lomak asin mentah,Non-Vegetarian
472,99.0,20.6,1.4,0.9,Ikan malalugis segar,Non-Vegetarian
473,86.0,16.0,2.0,0.0,Ikan Mas,Non-Vegetarian
474,188.0,19.3,12.2,0.0,Ikan Mas goreng,Non-Vegetarian
475,209.0,15.2,11.3,11.8,Ikan Mas pepes,Non-Vegetarian
476,97.0,17.9,2.0,0.4,Ikan mayong segar,Non-Vegetarian
477,598.0,74.3,26.9,9.2,Ikan Mujair dendeng goreng,Non-Vegetarian
478,582.0,68.3,15.2,37.2,Ikan Mujair dendeng mentah,Non-Vegetarian
479,416.0,46.9,23.9,0.0,Ikan Mujair goreng,Non-Vegetarian
480,121.0,21.7,2.8,0.8,Ikan Mujair pepes,Non-Vegetarian
481,89.0,18.7,1.0,0.0,Ikan Mujair segar,Non-Vegetarian
482,154.0,16.8,5.0,10.5,Ikan nasu metti segar,Non-Vegetarian
483,125.0,21.3,3.4,2.2,Ikan oci kembung segar,Non-Vegetarian
484,152.0,17.6,6.1,6.7,Ikan Papuyu bakar,Non-Vegetarian
485,120.0,14.3,4.9,4.6,Ikan papuyu/ betok segar,Non-Vegetarian
486,144.0,17.5,6.3,4.3,Ikan Patin bakar,Non-Vegetarian
487,132.0,17.0,6.6,1.1,Ikan Patin segar,Non-Vegetarian
488,156.0,28.0,4.0,2.0,Ikan peda banjar mentah,Non-Vegetarian
489,176.0,32.0,4.4,0.0,Ikan Pepetek,Non-Vegetarian
490,157.0,28.0,4.2,1.8,Ikan Pindang banjar mentah,Non-Vegetarian
491,170.0,31.0,4.2,0.0,Ikan Pindang benggol mentah,Non-Vegetarian
492,153.0,30.0,2.8,0.0,Ikan Pindang layang mentah,Non-Vegetarian
493,142.0,27.0,3.0,0.0,Ikan Pindang selar mentah,Non-Vegetarian
494,415.0,61.3,17.6,2.9,Ikan sale lais mentah,Non-Vegetarian
495,534.0,40.2,39.3,4.9,Ikan Sale segar,Non-Vegetarian
496,284.0,34.1,9.9,14.6,Ikan saluang kering mentah,Non-Vegetarian
497,113.0,13.9,4.9,3.4,Ikan saluang segar,Non-Vegetarian
498,240.0,21.7,7.7,20.7,Ikan sanggang masakan,Non-Vegetarian
499,109.0,19.9,1.8,3.4,Ikan sarden segar,Non-Vegetarian
500,113.0,17.0,4.5,0.0,Ikan Segar,Non-Vegetarian
501,194.0,38.0,3.5,0.0,Ikan Selar kering,Non-Vegetarian
502,138.0,27.0,3.3,0.0,Ikan selar kuning cue mentah,Non-Vegetarian
503,100.0,18.8,2.2,0.0,Ikan selar segar,Non-Vegetarian
504,289.0,38.0,14.0,0.0,Ikan Sepat kering,Non-Vegetarian
505,84.0,15.2,0.6,4.7,Ikan sepat segar,Non-Vegetarian
506,81.0,11.4,1.9,3.8,Ikan sidat segar,Non-Vegetarian
507,199.0,34.1,3.8,7.1,Ikan sunu asin mentah,Non-Vegetarian
508,111.0,13.3,3.4,6.7,Ikan sunu segar,Non-Vegetarian
509,88.0,15.9,0.9,4.1,Ikan tahuman segar,Non-Vegetarian
510,96.0,19.5,1.1,2.0,Ikan tarmon segar,Non-Vegetarian
511,95.0,15.8,0.7,6.5,Ikan telan segar,Non-Vegetarian
512,358.0,20.7,26.4,9.4,Ikan telur asin mentah,Non-Vegetarian
513,204.0,16.0,15.0,0.0,Ikan Tembang,Non-Vegetarian
514,101.0,15.1,4.1,1.0,Ikan tempahas segar,Non-Vegetarian
515,316.0,60.1,6.5,22.4,Ikan tepung mentah,Non-Vegetarian
516,98.0,19.6,1.7,1.0,Ikan terbang segar,Non-Vegetarian
517,277.0,60.0,2.3,1.8,Ikan Teri bubuk,Non-Vegetarian
518,170.0,33.4,3.0,0.0,Ikan Teri kering,Non-Vegetarian
519,331.0,68.7,4.2,0.0,Ikan Teri Kering tawar,Non-Vegetarian
520,144.0,32.5,0.6,0.0,Ikan Teri Nasi kering,Non-Vegetarian
521,74.0,10.3,1.4,4.1,Ikan teri segar,Non-Vegetarian
522,347.0,48.8,6.4,19.6,Ikan Teri tepung,Non-Vegetarian
523,82.0,17.4,0.4,2.3,Ikan titang segar,Non-Vegetarian
524,100.0,13.7,1.5,8.0,Ikan tongkol segar,Non-Vegetarian
525,96.0,19.2,2.0,0.2,Ikan turi segar,Non-Vegetarian
526,474.0,7.6,21.6,62.3,Intip goreng,Vegan
527,496.0,30.3,33.5,18.4,Itik alabio daging dendeng mentah,Non-Vegetarian
528,156.0,2.7,1.3,33.3,Jagung grontol,Vegan
529,361.0,8.7,4.5,72.4,Jagung Kuning giling,Vegan
530,129.0,4.1,1.3,30.3,Jagung Kuning muda,Vegan
531,307.0,7.9,3.4,63.6,Jagung Kuning pipil baru,Vegan
532,366.0,9.8,7.3,69.1,Jagung kuning pipil kering mentah,Vegan
533,355.0,9.2,3.9,73.7,Jagung Kuning pipil lama,Vegan
534,154.0,3.8,3.5,28.4,Jagung kuning pipil rebus,Vegan
535,140.0,4.7,1.3,33.1,Jagung Kuning segar,Vegan
536,355.0,9.2,3.9,73.7,Jagung kuning tepung,Vegan
537,35.0,2.2,0.1,7.4,Jagung muda,Vegan
538,147.0,5.1,0.7,31.5,Jagung muda kuning mentah,Vegan
539,142.0,5.0,0.7,30.3,Jagung muda rebus,Vegan
540,367.0,6.2,5.1,76.2,Jagung pipil var. harapan kering,Vegan
541,368.0,5.5,4.6,78.0,Jagung pipil var. metro kering,Vegan
542,361.0,8.7,4.5,72.4,Jagung Putih giling,Vegan
543,129.0,4.1,1.3,30.3,Jagung Putih muda,Vegan
544,307.0,7.9,3.4,63.6,Jagung Putih pipil baru,Vegan
545,355.0,9.2,3.9,73.7,Jagung Putih pipil lama,Vegan
546,140.0,4.7,1.3,33.1,Jagung Putih segar,Vegan
547,175.0,1.8,1.8,35.0,Jagung Rebus ,Vegan
548,148.9,10.4,10.4,20.1,Jagung Sayur (tumis) ,Vegan
549,374.0,9.4,2.2,79.1,Jagung titi,Vegan
550,51.0,1.5,1.0,10.1,Jahe,Vegan
551,289.0,11.0,4.0,61.0,Jali,Vegan
552,239.0,0.5,0.6,64.5,Jam selai,Vegan
553,286.0,48.5,9.2,2.3,Jambal goreng,Non-Vegetarian
554,46.0,0.6,0.0,11.8,Jambu Air,Vegan
555,49.0,0.9,0.3,12.2,Jambu Biji,Vegan
556,61.0,0.9,0.3,15.4,Jambu biji putih tidak berbiji,Vegan
557,56.0,0.6,0.3,14.2,Jambu Bol,Vegan
558,64.0,0.7,0.6,15.8,Jambu Monyet buah,Vegan
559,350.0,6.2,1.4,78.2,Jampang huma mentah,Vegan
560,45.0,2.5,3.9,0.0,Jamur Coklat (kulat siau),Vegan
561,296.0,9.4,1.1,62.0,Jamur encik,Vegan
562,294.0,16.0,0.9,64.6,Jamur kuping kering,Vegan
563,21.0,3.8,0.6,0.9,Jamur kuping segar,Vegan
564,30.0,3.5,0.2,4.0,Jamur merang segar,Vegan
565,48.0,2.8,4.1,2.9,Jamur Putih (kulat putih),Vegan
566,48.0,1.9,3.2,2.8,Jamur sagu,Vegan
567,30.0,1.9,0.1,5.5,Jamur tiram segar,Vegan
568,107.0,5.3,2.2,16.5,Jangang bintatoeng masakan,Non-Vegetarian
569,31.0,1.2,0.3,7.1,Jantung Pisang segar,Vegan
570,500.0,1.2,25.1,67.3,Japilus,Vegan
571,48.0,2.5,4.2,0.0,Jaruk Tigarun,Vegan
572,334.0,9.7,3.5,73.4,Jawawut,Vegan
573,381.7,9.5,9.5,65.8,Jenang ,Vegan
574,192.0,5.4,0.3,40.7,Jengkol segar,Vegan
575,48.0,0.6,0.2,12.4,Jeruk Bali,Vegan
576,61.0,0.8,0.2,14.1,Jeruk banjar segar,Vegan
577,44.0,0.8,0.3,10.9,Jeruk Garut,Vegan
578,39.0,0.3,0.3,8.9,Jeruk Kalamansi segar,Vegan
579,45.0,0.9,0.2,11.2,Jeruk Manis,Vegan
580,37.0,0.8,0.1,12.3,Jeruk Nipis,Vegan
581,49.0,0.7,0.2,11.1,Jeruk ragi segar,Vegan
582,32.0,1.9,0.3,7.1,Jotang,Vegan
583,15.0,15.2,4.3,8.8,Jukku pallu kaloa masakan,Non-Vegetarian
584,130.0,6.7,0.3,25.2,Kabau segar,Non-Vegetarian
585,133.0,1.0,0.2,32.2,Kaburan ubi segar,Vegan
586,250.0,2.6,2.5,35.4,Kabuto,Non-Vegetarian
587,356.0,20.5,4.1,61.6,Kacang Andong,Vegan
588,330.0,23.8,1.4,60.2,Kacang Arab,Vegan
589,533.0,27.8,38.1,28.8,Kacang atom,Vegan
590,341.0,30.4,3.2,51.3,Kacang babi kering,Non-Vegetarian
591,400.0,34.4,16.9,34.1,Kacang belimbing (kecipir) kering,Vegan
592,204.0,16.9,8.8,17.5,Kacang Belimbing rebus,Vegan
593,212.0,17.5,10.0,12.9,Kacang Belimbing tempe,Vegan
594,118.0,4.4,1.5,21.6,Kacang beracun segar,Vegan
595,479.0,12.7,23.2,58.9,Kacang Bogor goreng,Vegan
596,370.0,16.0,6.0,65.0,Kacang bogor kering,Vegan
597,161.0,7.7,2.8,27.1,Kacang Bogor rebus,Vegan
598,165.0,7.7,3.1,27.4,Kacang bogor segar,Vegan
599,331.0,25.0,1.0,58.0,Kacang Endel biji,Vegan
600,129.0,12.4,0.7,18.3,Kacang ercis segar,Vegan
601,336.0,23.1,1.7,59.5,kacang galing segar,Vegan
602,516.0,14.7,31.1,44.4,Kacang goyang,Vegan
603,336.0,20.7,1.4,62.0,Kacang Gude biji,Vegan
604,316.0,20.7,1.0,58.0,Kacang gude biji kering,Vegan
605,114.0,7.0,0.6,20.8,Kacang Gude biji muda,Vegan
606,123.0,8.4,0.6,1.8,Kacang Gude muda,Vegan
607,147.0,9.0,0.5,27.5,Kacang gude rebus,Vegan
608,323.0,22.9,1.5,56.8,Kacang hijau kering,Vegan
609,109.0,8.7,0.5,18.3,kacang hijau rebus,Vegan
610,350.0,17.1,1.8,70.7,Kacang hijau var. bakti kering,Vegan
611,339.0,20.8,2.1,64.6,Kacang hijau var. siwalik kering,Vegan
612,346.0,16.6,1.7,66.1,Kacang hitam kering,Vegan
613,345.0,22.2,1.2,62.9,Kacang Ijo,Vegan
614,445.0,11.0,11.0,65.5,Kacang Kapri Goreng ,Vegan
615,98.0,6.7,0.4,17.7,Kacang Kapri muda,Vegan
616,286.0,30.2,15.6,30.1,Kacang Kedelai basah,Vegan
617,521.0,32.2,37.7,22.9,Kacang kedelai goreng,Vegan
618,381.0,40.4,16.7,24.9,Kacang kedelai kering,Vegan
619,75.0,4.1,2.1,10.7,Kacang Kedelai kukus,Vegan
620,189.0,20.2,8.2,12.7,Kacang kedelai rebus,Vegan
621,286.0,30.2,15.6,30.1,Kacang kedelai segar,Vegan
622,327.0,16.4,4.3,55.8,Kacang komak segar,Vegan
623,355.0,17.0,2.5,66.0,Kacang kuning kering,Vegan
624,346.0,16.5,1.5,66.6,Kacang lebui /iris kering,Vegan
625,22.0,1.1,1.0,3.4,Kacang mekah polong segar,Vegan
626,344.0,16.7,2.1,64.6,Kacang mentega kering,Vegan
627,336.0,23.1,1.7,59.5,Kacang Merah,Vegan
628,350.0,13.9,3.0,66.9,Kacang merah /banda kering,Vegan
629,314.0,22.1,1.1,56.2,Kacang merah kering,Vegan
630,158.0,10.3,0.9,28.2,Kacang Merah kering rebus,Vegan
631,171.0,11.0,2.2,28.0,Kacang merah segar,Vegan
632,144.0,10.0,1.0,24.7,Kacang Merah segar rebus,Vegan
633,280.0,16.7,1.6,63.2,Kacang merah tua kering,Vegan
634,629.0,20.4,56.3,19.8,Kacang mete/biji jambu monyet goreng,Vegan
635,616.0,16.3,48.4,28.7,Kacang mete/biji jambu monyet segar,Vegan
636,480.0,18.4,19.1,58.5,Kacang negara,Vegan
637,44.0,2.7,0.3,7.8,Kacang Panjang,Vegan
638,357.0,17.3,1.5,70.0,Kacang Panjang biji,Vegan
639,39.0,3.0,0.6,7.6,Kacang Panjang kukus,Vegan
640,150.0,2.5,12.5,7.0,Kacang Panjang tumis,Vegan
641,37.0,3.1,0.2,7.9,Kacang ranti polong,Vegan
642,484.0,8.8,26.1,57.7,Kacang sukro,Vegan
643,488.0,25.6,25.6,59.6,Kacang Sukro Putih ,Vegan
644,535.0,27.8,38.1,28.8,Kacang Tanah atom,Vegan
645,564.0,25.5,44.4,25.5,Kacang tanah goreng,Vegan
646,561.0,25.5,43.8,26.0,Kacang Tanah kacang sari,Vegan
647,525.0,27.9,42.7,17.4,Kacang tanah kering,Vegan
648,385.0,14.0,31.0,13.0,Kacang Tanah Rebus ,Vegan
649,360.0,13.5,31.2,12.8,Kacang Tanah rebus berkulit,Vegan
650,513.0,17.5,32.5,44.3,Kacang Tanah rempeyek,Vegan
651,569.0,28.8,48.4,15.8,Kacang Tanah sangan berselaput,Vegan
652,559.0,26.9,44.2,23.6,Kacang tanah sangan tanpa selaput,Vegan
653,561.0,25.5,43.8,26.0,Kacang tanah sari,Vegan
654,748.0,20.8,20.8,124.8,Kacang Telur ,Vegan
655,331.0,24.4,1.9,56.6,Kacang tolo / tunggak kering,Vegan
656,138.0,10.7,1.1,22.6,Kacang tolo rebus,Vegan
657,342.0,22.9,1.4,61.6,Kacang Tunggak (tolo),Vegan
658,138.0,10.7,1.1,22.6,Kacang Tunggak rebus,Vegan
659,451.0,11.2,20.2,59.7,Kacang Tunggak rempeyek,Vegan
660,351.0,12.2,1.2,72.9,Kacang tunis kering,Vegan
661,358.0,23.4,2.4,60.6,Kacang uci kering,Vegan
662,354.0,12.8,1.8,69.3,Kacang urei kering,Vegan
663,110.0,4.5,6.9,7.1,Kadada katembe,Vegan
664,413.0,28.7,19.8,29.8,Kaholeo masakan,Non-Vegetarian
665,92.0,20.0,0.7,0.0,Kakap,Non-Vegetarian
666,66.0,2.8,6.8,3.4,Kalakai,Non-Vegetarian
667,163.0,16.5,9.0,4.1,Kalio jeroan masakan,Non-Vegetarian
668,122.0,13.8,5.7,3.9,Kalio kikil (tunjang) masakan,Non-Vegetarian
669,157.0,8.1,8.8,11.4,Kalio otak masakan,Non-Vegetarian
670,193.0,10.6,12.4,9.7,Kalio telur masakan,Non-Vegetarian
671,149.0,16.6,9.2,0.0,Kambing daging segar,Non-Vegetarian
672,164.0,3.0,2.4,32.6,Kambose,Non-Vegetarian
673,29.0,3.0,0.3,5.4,Kangkung,Vegan
674,30.0,3.2,0.7,4.7,Kangkung kukus,Vegan
675,22.0,2.5,0.6,3.1,Kangkung rebus,Vegan
676,43.0,1.8,0.2,8.4,Kangkung tondano,Vegan
677,52.0,1.8,3.6,3.0,Kangkung tumis,Vegan
678,38.0,2.4,2.0,2.6,Kaparende sayur,Vegan
679,42.0,3.3,0.2,9.6,Kapri Muda,Vegan
680,41.0,2.0,0.3,7.8,Kapurung,Vegan
681,158.0,4.4,3.2,27.8,Kapusa,Vegan
682,25.0,2.3,0.2,3.5,Karawila,Vegan
683,146.7,5.9,5.9,19.7,Karedok ,Vegan
684,92.0,2.2,3.3,14.1,Karedok sayur,Vegan
685,292.0,11.2,11.2,2.8,Karoket ,Vegan
686,73.0,16.4,0.3,0.0,Katak,Non-Vegetarian
687,275.0,12.6,14.8,54.6,Katul Beras,Vegan
688,356.0,9.0,8.5,64.5,Katul Jagung,Vegan
689,120.0,3.5,2.5,20.8,Kawista segar,Vegan
690,46.0,5.7,1.3,9.0,Kecap,Vegan
691,464.0,1.2,18.6,73.0,Kecimpring singkong goreng,Vegan
692,405.0,32.8,17.0,36.5,Kecipir biji,Vegan
693,35.0,2.9,0.2,0.8,Kecipir buah muda,Vegan
694,32.0,2.9,0.2,5.8,Kecipir muda segar,Vegan
695,34.0,0.9,1.0,6.7,Kecombrang segar,Vegan
696,47.0,0.5,0.2,10.4,Kedondong segar ,Vegan
697,326.0,22.8,20.3,13.1,Keju,Vegetarian
698,590.0,27.0,49.0,20.9,Keju Kacang Tanah,Vegetarian
699,623.0,2.0,52.1,36.5,Kelapa hutan kering,Vegan
700,17.0,0.2,0.1,3.8,Kelapa Muda air,Vegan
701,68.0,1.0,0.9,14.0,Kelapa Muda daging,Vegan
702,180.0,4.0,15.0,10.0,Kelapa Setengah Tua daging,Vegan
703,359.0,3.4,34.7,14.0,Kelapa Tua daging,Vegan
704,214.0,5.4,5.4,40.2,Kelepon ,Vegan
705,111.0,1.5,0.3,27.2,Kelewih,Vegan
706,142.0,16.9,7.8,0.0,Kelinci daging segar,Non-Vegetarian
707,48.0,1.0,0.2,11.9,Kemang,Vegan
708,380.0,48.9,13.8,23.3,Kembang tahu,Vegan
709,44.0,1.8,0.6,9.6,Kembang Turi,Vegan
710,636.0,19.0,63.0,8.0,Kemiri,Vegan
711,657.0,15.0,66.0,13.0,Kenari,Vegan
712,616.0,13.9,56.2,13.7,Kenari banda kering,Vegan
713,83.0,2.0,0.1,19.1,Kentang,Vegan
714,142.0,0.9,0.4,33.7,Kentang Hitam,Vegan
715,64.0,12.0,1.0,2.0,Keong,Non-Vegetarian
716,204.0,2.6,20.0,4.0,Kepala Susu (Krim),Vegetarian
717,151.0,13.8,3.8,14.1,Kepiting,Non-Vegetarian
718,59.0,18.0,1.1,3.6,Kerang,Non-Vegetarian
719,393.0,38.9,13.3,29.4,Kerang asap mentah,Non-Vegetarian
720,357.0,41.1,10.0,25.6,Kerang dendeng mentah,Non-Vegetarian
721,79.0,18.7,0.5,0.0,Kerbau daging segar,Non-Vegetarian
722,475.0,1.6,25.5,64.4,Keremes,Vegan
723,137.0,1.3,1.1,29.8,Keribang ubi segar,Vegan
724,586.0,4.9,40.6,50.2,Keripik bayam,Vegan
725,446.0,2.8,14.5,76.0,Keripik gadung,Vegan
726,448.0,2.7,18.8,67.1,Keripik kentang,Vegan
727,485.0,1.7,22.2,69.7,Keripik lampung,Vegan
728,598.0,8.3,43.8,42.6,Keripik oncom,Vegan
729,478.0,0.9,20.7,72.0,Keripik singkong,Vegan
730,481.0,2.2,19.7,73.6,Keripik singkong berbumbu,Vegan
731,581.0,12.1,40.6,41.7,Keripik tempe,Vegan
732,542.0,40.3,42.4,11.6,Keripik tempe abadi murni,Vegan
733,510.0,12.3,27.9,52.4,Keripik tempe abadi sedang,Vegan
734,529.0,20.8,31.7,40.2,Keripik tempe abadi telur,Vegetarian
735,486.0,0.2,23.9,67.6,Keripik ubi,Vegan
736,26.0,1.7,0.4,3.8,Kerokot segar,Vegan
737,350.0,0.5,0.2,85.9,Kerupuk Aci,Vegan
738,444.0,6.9,14.6,71.3,Kerupuk cumi goreng,Non-Vegetarian
739,342.0,16.0,0.4,65.6,Kerupuk Ikan berpati,Non-Vegetarian
740,325.0,1.8,0.4,78.5,Kerupuk kemplang  (ikan) mentah,Non-Vegetarian
741,504.0,5.6,28.1,57.1,Kerupuk kemplang goreng,Non-Vegetarian
742,356.0,9.7,1.1,76.9,Kerupuk kemplang panggang,Non-Vegetarian
743,422.0,83.0,4.0,0.0,Kerupuk Kulit kerbau,Non-Vegetarian
744,345.0,12.0,1.5,71.5,Kerupuk Melinjo mentah,Vegan
745,431.0,11.1,16.2,63.0,Kerupuk Melinjo tebal goreng asin,Vegan
746,439.0,10.0,16.4,65.7,Kerupuk Melinjo tebal goreng manis,Vegan
747,485.0,11.5,24.5,59.1,Kerupuk Melinjo tipis goreng,Vegan
748,476.0,0.1,21.1,71.3,Kerupuk mie kuning goreng,Vegan
749,46.7,17.3,17.3,81.3,Kerupuk Sayong ,Vegan
750,340.0,30.0,30.0,52.0,Kerupuk Udang ,Non-Vegetarian
751,359.0,17.2,68.2,332.0,Kerupuk Udang berpati,Non-Vegetarian
752,477.0,4.7,20.5,68.5,Kerupuk udang goreng,Non-Vegetarian
753,588.0,53.7,40.9,1.2,Kerupuk urat,Non-Vegetarian
754,78.0,0.8,0.4,20.0,Kesemek,Vegan
755,181.0,4.0,1.2,37.3,Ketan hitam matang,Vegan
756,163.0,3.0,0.4,35.7,Ketan putih matang,Vegan
757,340.0,11.0,11.0,54.0,Ketapang ,Vegan
758,157.0,0.8,0.3,37.9,Ketela Pohon Kuning,Vegan
759,154.0,1.0,0.3,36.8,Ketela singkong segar,Vegan
760,153.0,1.2,0.3,36.4,Ketela pohon/singkong kukus,Vegan
761,12.0,0.7,0.1,2.7,Ketimun,Vegan
762,9.0,0.5,0.1,1.9,Ketimun madura segar,Vegan
763,153.0,7.9,7.7,13.0,Ketoprak,Vegan
764,404.0,14.1,16.1,54.2,Ketumbar,Vegan
765,212.0,4.0,4.6,38.6,Ketupat ketan,Vegan
766,109.6,2.6,2.6,18.6,Ketupat Tahu ,Vegetarian
767,310.0,10.0,24.0,13.5,Kluwek,Vegan
768,73.0,16.4,0.3,0.0,Kodok segar,Non-Vegetarian
769,86.0,1.6,0.2,13.0,Kokosan,Vegan
770,99.0,3.3,0.1,21.2,Komak polong segar,Vegan
771,25.0,2.4,0.2,4.9,Kool Kembang,Vegan
772,24.0,1.4,0.2,5.3,Kool Merah kool putih,Vegan
773,352.0,17.4,1.3,69.0,Kopi bagian yang larut,Vegan
774,129.0,12.3,0.5,35.0,Kopi bubuk instant,Vegan
775,356.0,20.5,4.1,61.6,Koro andong kering,Vegan
776,332.0,24.0,3.0,55.0,Koro Benguk biji,Vegan
777,141.0,10.2,1.3,23.2,Koro Benguk tempe,Vegan
778,125.0,8.3,0.7,22.1,Koro Kerupuk biji,Vegan
779,33.0,2.7,0.2,7.9,Koro Loke biji,Vegan
780,344.0,12.5,2.1,69.4,Koro Roway biji,Vegan
781,338.0,22.2,1.5,61.0,Koro Wedus biji,Vegan
782,38.0,3.0,0.3,7.9,Koro Wedus buah muda,Vegan
783,46.0,3.0,0.3,7.9,Koro wedus polong,Vegan
784,46.0,2.2,1.5,6.0,Kotiu hinela tawang nggole,Vegan
785,366.0,4.2,4.3,77.5,Koya,Vegan
786,370.0,8.0,1.0,82.2,Koya mirasa,Vegan
787,315.0,2.1,1.4,73.5,Kranji segar,Vegan
788,542.0,40.3,42.4,11.5,Kripik Tempe Goreng ,Vegan
789,21.0,1.7,0.4,3.8,Krokot,Vegan
790,45.0,2.2,0.3,10.3,Kucai,Vegan
791,42.0,3.8,0.6,7.8,Kucai Muda (Lokio),Vegan
792,113.0,18.1,4.1,0.9,Kuda daging segar,Non-Vegetarian
793,440.0,3.8,18.5,64.5,Kue ali,Vegetarian
794,186.7,1.6,1.6,39.6,Kue Apem ,Vegetarian
795,338.0,1.5,1.2,80.3,Kue bangket,Vegetarian
796,240.0,1.0,4.0,54.0,Kue Bugis ,Vegetarian
797,425.0,1.6,8.8,84.6,Kue jahe,Vegetarian
798,591.0,5.6,42.1,47.5,Kue kelapa,Vegetarian
799,366.0,4.2,4.3,7.9,Kue Koya ,Vegetarian
800,291.0,3.6,11.1,44.1,Kue lumpur,Vegetarian
801,182.0,1.0,1.0,40.4,Kue mangkok ,Vegetarian
802,126.7,0.7,0.7,57.3,Kue Pacar Cina ,Vegetarian
803,296.0,1.4,1.4,66.4,Kue Pia ,Vegetarian
